DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
2024-06-04 16:10:00,7.0,0.0,1007.03,30.97,51.48,14109.17,35.36
2024-06-04 16:20:00,7.0,0.0,1007.08,30.57,52.87,13327.92,31.5
2024-06-04 16:30:00,7.0,0.0,1007.11,29.9,55.33,11289.58,22.85
2024-06-04 16:40:00,7.0,0.0,1007.14,29.51,56.8,9050.67,14.9
2024-06-04 16:50:00,7.0,0.0,1007.23,29.24,57.59,7348.5,9.97
2024-06-04 17:00:00,7.0,0.0,1007.3,28.84,58.92,7025.33,9.2
2024-06-04 17:10:00,7.0,0.0,1007.41,28.44,59.14,6158.25,6.98
2024-06-04 17:20:00,7.0,0.0,1007.39,28.02,60.88,4513.75,3.86
2024-06-04 17:30:00,7.0,0.0,1007.47,27.74,63.26,2461.42,1.13
2024-06-04 17:40:00,7.0,0.0,1007.48,27.49,64.72,2324.33,1.04
2024-06-04 17:50:00,7.0,0.0,1007.56,27.26,66.13,1758.08,0.7
2024-06-04 18:00:00,7.0,0.0,1007.59,27.02,67.48,1218.83,0.37
2024-06-04 18:10:00,7.0,0.0,1007.54,26.77,68.41,800.17,0.18
2024-06-04 18:20:00,7.0,0.0,1007.64,26.47,69.39,374.67,0.05
2024-06-04 18:30:00,7.0,0.0,1007.74,26.22,69.89,155.33,0.01
2024-06-04 18:40:00,7.0,0.0,1007.76,25.94,65.89,51.11,0.0
2024-06-05 04:40:00,7.0,0.0,1007.24,21.82,83.27,23.75,0.0
2024-06-05 04:50:00,7.0,0.0,1007.23,21.84,83.84,94.0,0.01
2024-06-05 05:00:00,7.0,0.0,1007.28,21.81,84.98,349.75,0.04
2024-06-05 05:10:00,7.0,0.0,1007.39,21.88,82.32,711.5,0.13
2024-06-05 05:20:00,7.0,0.0,1007.48,22.12,79.59,1317.83,0.4
2024-06-05 05:30:00,7.0,0.0,1007.5,22.26,79.46,2353.5,1.1
2024-06-05 05:40:00,7.0,0.0,1007.55,22.43,78.53,3341.75,2.13
2024-06-05 05:50:00,7.0,0.0,1007.6,22.69,77.47,4649.5,3.97
2024-06-05 06:00:00,7.0,0.0,1007.71,23.01,77.12,6249.17,7.0
2024-06-05 06:10:00,7.0,0.0,1007.83,23.44,75.66,9012.5,14.18
2024-06-05 06:20:00,7.0,0.0,1007.95,23.89,73.64,11091.5,20.92
2024-06-05 06:30:00,7.0,0.0,1008.03,24.25,72.92,11334.92,21.89
2024-06-05 06:40:00,7.0,0.0,1008.09,24.72,71.71,12337.33,25.84
2024-06-05 06:50:00,7.0,0.0,1008.2,25.17,69.95,15207.17,40.14
2024-06-05 07:00:00,7.0,0.0,1008.23,26.07,67.05,21033.83,73.96
2024-06-05 07:10:00,7.0,0.0,1008.3,27.13,62.05,26349.15,123.9
2024-06-05 07:20:00,7.0,0.0,1008.36,27.36,59.72,24457.08,101.63
2024-06-05 07:30:00,7.0,0.0,1008.41,28.33,57.08,29157.42,143.13
2024-06-05 07:40:00,7.0,0.0,1008.38,30.43,50.38,40949.19,281.44
2024-06-05 07:50:00,7.0,0.0,1008.37,33.51,42.6,47482.96,385.2
2024-06-05 08:00:00,7.0,0.0,1008.35,34.42,39.06,45907.1,355.32
2024-06-05 08:10:00,7.0,0.0,1008.37,35.68,36.45,55313.56,516.02
2024-06-05 08:20:00,7.0,0.0,1008.4,37.39,31.77,57457.05,551.82
2024-06-05 08:30:00,7.0,0.0,1008.35,39.05,28.61,60092.17,599.21
2024-06-05 08:40:00,7.0,0.0,1008.39,39.8,27.49,68364.98,790.48
2024-06-05 08:50:00,7.0,0.0,1008.33,39.71,28.12,59998.55,585.69
2024-06-05 09:00:00,7.0,0.0,1008.31,39.1,28.7,57752.82,540.81
2024-06-05 09:10:00,7.0,0.0,1008.22,39.18,27.9,59953.09,581.99
2024-06-05 09:20:00,7.0,0.0,1008.21,39.4,27.17,62231.89,625.63
2024-06-05 09:30:00,7.0,0.0,1008.25,39.96,25.2,70838.74,824.83
2024-06-05 09:40:00,7.0,0.0,1008.16,40.0,23.06,87224.08,1231.64
2024-06-05 09:50:00,7.0,0.0,1008.08,40.0,19.2,95197.36,1295.72
2024-06-05 10:00:00,7.0,0.0,1007.98,40.0,15.54,116344.96,1887.79
2024-06-05 10:10:00,7.0,0.0,1007.83,40.0,14.86,114098.5,1758.12
2024-06-05 10:20:00,7.0,0.0,1007.75,40.0,14.01,99223.62,1352.93
2024-06-05 10:30:00,7.0,0.0,1007.79,40.0,17.27,81445.51,958.69
2024-06-05 10:40:00,7.0,0.0,1007.75,40.0,16.09,114322.04,1838.54
2024-06-05 10:50:00,7.0,0.0,1007.66,40.0,13.79,72754.93,797.2
2024-06-05 11:00:00,7.0,0.0,1007.63,40.0,14.42,74406.79,864.93
2024-06-05 11:10:00,7.0,0.0,1007.57,40.0,15.15,108473.39,1871.63
2024-06-05 11:20:00,7.0,0.0,1007.47,40.0,12.6,108656.85,1779.68
2024-06-05 11:30:00,7.0,0.0,1007.43,40.0,16.44,48974.01,391.63
2024-06-05 11:40:00,7.0,0.0,1007.36,40.0,20.51,91254.29,1353.91
2024-06-05 11:50:00,7.0,0.0,1007.18,40.0,18.93,74008.07,935.39
2024-06-05 12:00:00,7.0,0.0,1006.99,40.0,22.04,51081.74,413.91
2024-06-05 12:10:00,7.0,0.0,1006.85,40.0,24.17,55310.68,493.07
2024-06-05 12:20:00,7.0,0.0,1006.75,40.0,25.48,63774.51,619.76
2024-06-05 12:30:00,7.0,0.0,1006.59,39.52,28.52,41990.45,291.39
2024-06-05 12:40:00,7.0,0.0,1006.56,37.74,33.04,28848.58,141.55
2024-06-05 12:50:00,7.0,0.0,1006.53,35.19,38.22,17018.92,49.89
2024-06-05 13:00:00,7.0,0.0,1006.49,32.97,43.73,12408.08,26.34
2024-06-05 13:10:00,7.0,0.0,1006.51,31.79,45.6,12637.0,26.43
2024-06-05 13:20:00,7.0,0.0,1006.42,30.97,47.07,10790.58,19.24
2024-06-05 13:30:00,7.0,0.0,1006.4,30.55,49.29,10156.75,17.12
2024-06-05 13:40:00,7.0,0.0,1006.42,30.31,50.85,10485.75,18.26
2024-06-05 13:50:00,7.0,0.0,1006.43,29.58,55.47,9738.42,15.86
2024-06-05 14:00:00,7.0,0.0,1006.46,28.17,60.78,7663.33,10.21
2024-06-05 14:10:00,7.0,0.0,1006.37,28.13,61.43,8231.42,11.75
2024-06-05 14:20:00,7.0,0.0,1006.21,28.35,60.3,10300.67,18.68
2024-06-05 14:30:00,7.0,0.0,1006.15,29.09,57.92,12975.25,28.79
2024-06-05 14:40:00,7.0,0.0,1006.12,29.74,56.13,14054.08,33.73
2024-06-05 14:50:00,7.0,0.0,1006.04,30.14,54.95,14901.25,38.57
2024-06-05 15:00:00,7.0,0.0,1005.97,30.32,54.16,17162.42,49.76
2024-06-05 15:10:00,7.0,0.0,1005.9,31.42,49.5,19477.5,64.54
2024-06-05 15:20:00,7.0,0.0,1005.83,31.9,46.72,14973.75,40.09
2024-06-05 15:30:00,7.0,0.0,1005.82,31.36,49.1,11883.42,25.48
2024-06-05 15:40:00,7.0,0.0,1005.81,30.79,51.08,7602.5,11.22
2024-06-05 15:50:00,7.0,0.0,1005.69,30.1,52.32,6222.0,7.25
2024-06-05 16:00:00,7.0,0.0,1005.7,29.58,53.77,4853.58,4.42
2024-06-05 16:10:00,7.0,0.0,1005.75,29.03,55.17,4424.83,3.81
2024-06-05 16:20:00,7.0,0.0,1005.76,28.85,56.48,5074.67,4.72
2024-06-05 16:30:00,7.0,0.0,1005.8,28.64,57.68,4526.25,3.8
2024-06-05 16:40:00,7.0,0.0,1005.83,28.74,57.54,5966.08,6.63
2024-06-05 16:50:00,7.0,0.0,1005.86,29.0,58.32,6414.58,7.84
2024-06-05 17:00:00,7.0,0.0,1005.85,29.06,58.7,7940.0,11.72
2024-06-05 17:10:00,7.0,0.0,1005.88,29.17,58.91,7528.5,10.76
2024-06-05 17:20:00,7.0,0.0,1005.87,29.11,59.3,7757.67,11.26
2024-06-05 17:30:00,7.0,0.0,1005.96,28.9,59.69,4662.83,4.47
2024-06-05 17:40:00,7.0,0.0,1005.97,28.43,60.79,2159.42,1.03
2024-06-05 17:50:00,7.0,0.0,1005.96,27.95,62.91,1512.5,0.55
2024-06-05 18:00:00,7.0,0.0,1005.98,27.66,64.6,1524.83,0.6
2024-06-05 18:10:00,7.0,0.0,1006.04,27.35,66.4,909.33,0.25
2024-06-05 18:20:00,7.0,0.0,1006.14,27.0,68.01,492.17,0.09
2024-06-05 18:30:00,7.0,0.0,1006.22,26.8,69.63,249.08,0.03
2024-06-05 18:40:00,7.0,0.0,1006.34,26.7,70.45,63.75,0.01
2024-06-06 04:50:00,7.0,0.0,1005.44,23.94,85.89,40.0,0.0
2024-06-06 05:00:00,7.0,0.0,1005.45,23.87,85.72,127.5,0.01
2024-06-06 05:10:00,7.0,0.0,1005.47,23.88,84.05,453.83,0.08
2024-06-06 05:20:00,7.0,0.0,1005.49,23.92,83.85,1015.67,0.29
2024-06-06 05:30:00,7.0,0.0,1005.52,24.11,83.44,1738.17,0.73
2024-06-06 05:40:00,7.0,0.0,1005.65,24.36,82.77,2698.33,1.6
2024-06-06 05:50:00,7.0,0.0,1005.68,24.65,81.73,3691.42,2.72
2024-06-06 06:00:00,7.0,0.0,1005.74,24.9,80.16,3514.92,2.48
2024-06-06 06:10:00,7.0,0.0,1005.81,25.11,79.3,4313.08,3.46
2024-06-06 06:20:00,7.0,0.0,1005.79,25.11,79.98,2865.25,1.59
2024-06-06 06:30:00,7.0,0.0,1005.83,25.09,81.28,3221.5,1.98
2024-06-06 06:40:00,7.0,0.0,1005.89,25.0,81.68,2374.08,1.07
2024-06-06 06:50:00,7.0,0.0,1005.91,25.06,81.23,4833.17,4.69
2024-06-06 07:00:00,7.0,0.0,1005.97,25.74,78.27,12596.17,27.35
2024-06-06 07:10:00,7.0,0.0,1005.91,27.19,72.28,19193.33,60.23
2024-06-06 07:20:00,7.0,0.0,1005.9,28.53,66.29,20572.25,70.39
2024-06-06 07:30:00,7.0,0.0,1005.82,29.41,62.5,24236.92,98.6
2024-06-06 07:40:00,7.0,0.0,1005.75,30.79,57.43,26064.08,118.31
2024-06-06 07:50:00,7.0,0.0,1005.76,31.4,54.25,27548.25,133.32
2024-06-06 08:00:00,7.0,0.0,1005.83,31.3,53.88,22285.67,87.57
2024-06-06 08:10:00,7.0,0.0,1005.89,31.4,52.78,24649.67,109.04
2024-06-06 08:20:00,7.0,0.0,1005.89,32.72,49.23,38782.95,335.09
2024-06-06 08:30:00,7.0,0.0,1005.8,35.02,42.87,39789.94,276.79
2024-06-06 08:40:00,7.0,0.0,1005.74,35.97,40.33,50942.67,452.33
2024-06-06 08:50:00,7.0,0.0,1005.67,36.98,37.96,43611.77,314.15
2024-06-06 09:00:00,7.0,0.0,1005.67,39.25,33.54,73924.87,926.02
2024-06-06 09:10:00,7.0,0.0,1005.56,40.0,24.15,110018.16,1790.73
2024-06-06 09:20:00,7.0,0.0,1005.46,40.0,22.55,64368.91,676.29
2024-06-06 09:30:00,7.0,0.0,1005.37,40.0,24.41,74348.22,862.03
2024-06-06 09:40:00,7.0,0.0,1005.26,40.0,20.24,105509.62,1541.11
2024-06-06 09:50:00,7.0,0.0,1005.15,40.0,19.06,86503.18,1056.18
2024-06-06 10:00:00,7.0,0.0,1005.16,40.0,19.46,109696.34,1778.52
2024-06-06 10:10:00,7.0,0.0,1005.15,40.0,15.34,111183.79,1670.96
2024-06-06 10:20:00,7.0,0.0,1005.1,40.0,16.25,77084.85,912.27
2024-06-06 10:30:00,7.0,0.0,1005.11,40.0,18.75,84589.86,1027.34
2024-06-06 10:40:00,7.0,0.0,1005.07,40.0,18.56,102890.86,1520.36
2024-06-06 10:50:00,7.0,0.0,1005.02,40.0,21.52,74543.89,901.56
2024-06-06 11:00:00,7.0,0.0,1005.02,40.0,22.9,81411.91,995.34
2024-06-06 11:10:00,7.0,0.0,1004.94,40.0,24.23,57340.79,510.2
2024-06-06 11:20:00,7.0,0.0,1004.87,40.0,26.96,47718.89,357.38
2024-06-06 11:30:00,7.0,0.0,1004.71,40.0,28.95,49781.7,395.14
2024-06-06 11:40:00,7.0,0.0,1004.64,40.0,30.22,66207.65,691.61
2024-06-06 11:50:00,7.0,0.0,1004.55,40.0,29.31,67084.71,739.57
2024-06-06 12:00:00,7.0,0.0,1004.37,40.0,26.03,66751.93,878.62
2024-06-06 12:10:00,7.0,0.0,1004.23,40.0,24.3,69543.19,763.24
2024-06-06 12:20:00,7.0,0.0,1004.08,40.0,24.84,78151.84,929.92
2024-06-06 12:30:00,7.0,0.0,1003.96,40.0,24.31,88069.51,1122.33
2024-06-06 12:40:00,7.0,0.0,1003.87,40.0,24.4,67526.92,708.57
2024-06-06 12:50:00,7.0,0.0,1003.82,40.0,28.51,54341.63,495.79
2024-06-06 13:00:00,7.0,0.0,1003.78,39.83,32.58,40121.64,284.36
2024-06-06 13:10:00,7.0,0.0,1003.72,38.1,37.39,33558.16,199.23
2024-06-06 13:20:00,7.0,0.0,1003.68,36.85,40.88,26224.75,123.14
2024-06-06 13:30:00,7.0,0.0,1003.63,35.25,45.37,25638.84,110.89
2024-06-06 13:40:00,7.0,0.0,1003.65,34.68,47.42,25925.5,118.65
2024-06-06 13:50:00,7.0,0.0,1003.6,34.83,47.68,30211.08,153.62
2024-06-06 14:00:00,7.0,0.0,1003.59,34.63,48.3,34583.0,198.53
2024-06-06 14:10:00,7.0,0.0,1003.46,34.58,48.03,32509.0,178.54
2024-06-06 14:20:00,7.0,0.0,1003.41,34.08,49.15,23452.5,93.0
2024-06-06 14:30:00,7.0,0.0,1003.35,33.19,51.58,16653.83,47.0
2024-06-06 14:40:00,7.0,0.0,1003.24,32.35,54.66,15157.92,38.96
2024-06-06 14:50:00,7.0,0.0,1003.17,31.85,56.68,12387.92,26.47
2024-06-06 15:00:00,7.0,0.0,1003.12,31.37,58.42,9672.17,16.36
2024-06-06 15:10:00,7.0,0.0,1003.12,30.86,60.04,8966.66,14.07
2024-06-06 15:20:00,7.0,0.0,1003.15,30.52,61.24,10406.17,18.41
2024-06-06 15:30:00,7.0,0.0,1003.08,30.69,60.84,11850.83,23.95
2024-06-06 15:40:00,7.0,0.0,1002.89,31.42,58.29,16452.17,47.04
2024-06-06 15:50:00,7.0,0.0,1002.78,32.0,56.42,17000.75,49.8
2024-06-06 16:00:00,7.0,0.0,1002.82,31.56,58.06,10194.42,18.61
2024-06-06 16:10:00,7.0,0.0,1002.88,30.4,62.46,3733.75,2.47
2024-06-06 16:20:00,7.0,0.0,1002.81,29.88,64.54,6225.83,6.8
2024-06-06 16:30:00,7.0,0.0,1002.94,29.75,66.08,4899.67,4.49
2024-06-06 16:40:00,7.0,0.0,1002.96,29.47,67.69,4735.0,4.1
2024-06-06 16:50:00,7.0,0.0,1002.93,29.4,68.54,6360.42,7.19
2024-06-06 17:00:00,7.0,0.0,1003.0,29.27,69.19,4730.83,3.7
2024-06-06 17:10:00,7.0,0.0,1003.05,29.02,70.83,4679.92,3.68
2024-06-06 17:20:00,7.0,0.0,1002.99,28.81,72.43,5005.42,4.31
2024-06-06 17:30:00,7.0,0.0,1003.07,28.58,73.53,3638.83,2.43
2024-06-06 17:40:00,7.0,0.0,1003.06,28.32,74.97,3583.25,2.39
2024-06-06 17:50:00,7.0,0.0,1003.16,28.13,76.41,2943.92,1.72
2024-06-06 18:00:00,7.0,0.0,1003.25,27.71,78.38,1472.17,0.57
2024-06-06 18:10:00,7.0,0.0,1003.28,27.59,78.79,840.17,0.2
2024-06-06 18:20:00,7.0,0.0,1003.27,27.46,78.28,595.17,0.13
2024-06-06 18:30:00,7.0,0.0,1003.4,27.31,78.67,268.92,0.06
2024-06-06 18:40:00,7.0,0.0,1003.45,27.16,79.32,102.33,0.01
2024-06-07 04:50:00,7.0,0.0,1002.67,24.01,100.0,34.06,0.0
2024-06-07 05:00:00,7.0,0.0,1002.9,24.12,100.0,93.17,0.01
2024-06-07 05:10:00,7.0,0.0,1003.01,24.12,100.0,222.75,0.02
2024-06-07 05:20:00,7.0,0.0,1003.08,24.13,100.0,536.5,0.08
2024-06-07 05:30:00,7.0,0.0,1003.13,24.16,100.0,909.5,0.23
2024-06-07 05:40:00,7.0,0.0,1003.15,24.21,100.0,1719.42,0.73
2024-06-07 05:50:00,7.0,0.0,1003.32,24.32,100.0,2148.58,1.02
2024-06-07 06:00:00,7.0,0.0,1003.52,24.48,100.0,2404.5,1.28
2024-06-07 06:10:00,7.0,0.0,1003.68,24.76,100.0,3045.75,1.95
2024-06-07 06:20:00,7.0,0.0,1003.7,24.96,100.0,4242.75,3.5
2024-06-07 06:30:00,7.0,0.0,1003.72,25.22,100.0,6125.58,7.4
2024-06-07 06:40:00,7.0,0.0,1003.57,25.86,100.0,12393.0,27.84
2024-06-07 06:50:00,7.0,0.0,1003.43,26.37,100.0,17991.25,54.84
2024-06-07 07:00:00,7.0,0.0,1003.41,27.06,100.0,23038.0,89.01
2024-06-07 07:10:00,7.0,0.0,1003.4,28.27,99.52,30849.5,162.83
2024-06-07 07:20:00,7.0,0.0,1003.44,29.79,96.92,35106.58,206.82
2024-06-07 07:30:00,7.0,0.0,1003.52,29.82,95.39,26010.33,116.65
2024-06-07 07:40:00,7.0,0.0,1003.61,28.85,97.52,16718.42,51.26
2024-06-07 07:50:00,7.0,0.0,1003.72,28.75,97.0,15864.0,43.11
2024-06-07 08:00:00,7.0,0.0,1003.67,28.12,97.29,12206.08,24.7
2024-06-07 08:10:00,7.0,0.0,1003.73,27.55,97.99,11291.67,21.51
2024-06-07 08:20:00,7.0,0.0,1003.79,27.39,97.96,11975.25,25.3
2024-06-07 08:30:00,7.0,0.0,1003.92,27.92,95.0,23803.0,95.75
2024-06-07 08:40:00,7.0,0.0,1004.04,29.31,95.43,17738.42,57.29
2024-06-07 08:50:00,7.0,0.0,1004.08,29.43,95.03,17499.08,53.22
2024-06-07 09:00:00,7.0,0.0,1004.06,29.03,92.8,15844.75,44.18
2024-06-07 09:10:00,7.0,0.0,1003.97,29.26,92.59,29924.5,148.54
2024-06-07 09:20:00,7.0,0.0,1003.86,30.54,87.56,26867.58,127.01
2024-06-07 09:30:00,7.0,0.0,1003.71,32.54,78.96,61949.92,698.15
2024-06-07 09:40:00,7.0,0.0,1003.76,38.55,60.82,95117.57,1414.74
2024-06-07 09:50:00,7.0,0.0,1003.8,39.73,49.5,76045.72,878.58
2024-06-07 10:00:00,7.0,0.0,1003.56,39.97,44.3,74872.9,952.59
2024-06-07 10:10:00,7.0,0.0,1003.4,40.0,38.67,52799.08,567.05
2024-06-07 10:20:00,7.0,0.0,1003.38,39.9,40.56,45192.66,357.72
2024-06-07 10:30:00,7.0,0.0,1003.4,36.96,48.64,41538.83,315.18
2024-06-07 10:40:00,7.0,0.0,1003.24,35.67,51.91,71745.26,843.84
2024-06-07 10:50:00,7.0,0.0,1003.19,36.26,50.47,99839.58,1602.91
2024-06-07 11:00:00,7.0,0.0,1003.21,38.15,44.62,94761.8,1569.5
2024-06-07 11:10:00,7.0,0.0,1003.16,38.02,44.84,91908.54,1358.05
2024-06-07 11:20:00,7.0,0.0,1003.05,37.21,45.92,75533.08,897.06
2024-06-07 11:30:00,7.0,0.0,1002.86,37.55,45.39,72231.14,914.29
2024-06-07 11:40:00,7.0,0.0,1002.69,36.66,47.57,36122.17,237.27
2024-06-07 11:50:00,7.0,0.0,1002.56,35.36,51.39,42680.71,359.23
2024-06-07 12:00:00,7.0,0.0,1002.52,33.96,55.48,40704.36,288.84
2024-06-07 12:10:00,7.0,0.0,1002.34,35.7,51.5,63298.87,633.66
2024-06-07 12:20:00,7.0,0.0,1002.28,37.57,46.14,33991.52,218.93
2024-06-07 12:30:00,7.0,0.0,1002.3,35.63,50.31,22359.83,94.37
2024-06-07 12:40:00,7.0,0.0,1002.26,33.08,58.21,33463.75,189.95
2024-06-07 12:50:00,7.0,0.0,1002.12,32.98,58.52,41873.06,285.03
2024-06-07 13:00:00,7.0,0.0,1002.02,32.73,58.69,44278.41,316.19
2024-06-07 13:10:00,7.0,0.0,1001.95,33.01,57.76,45508.73,330.41
2024-06-07 13:20:00,7.0,0.0,1001.87,32.77,58.94,40387.03,266.14
2024-06-07 13:30:00,7.0,0.0,1001.81,32.05,61.03,27364.33,130.66
2024-06-07 13:40:00,7.0,0.0,1001.77,30.71,66.8,14693.58,38.22
2024-06-07 13:50:00,7.0,0.0,1001.8,29.52,72.42,9865.83,17.23
2024-06-07 14:00:00,7.0,0.0,1001.78,28.82,76.26,7147.92,9.94
2024-06-07 14:10:00,7.0,0.0,1001.68,28.79,76.16,15392.0,40.94
2024-06-07 14:20:00,7.0,0.0,1001.59,29.21,74.62,11604.25,24.48
2024-06-07 14:30:00,7.0,0.0,1001.61,29.41,72.95,9615.42,17.66
2024-06-07 14:40:00,7.0,0.0,1001.59,29.62,71.38,14941.17,36.56
2024-06-07 14:50:00,7.0,0.0,1001.49,29.22,73.58,11252.08,22.51
2024-06-07 15:00:00,7.0,0.0,1001.36,28.48,78.3,8393.25,12.34
2024-06-07 15:10:00,7.0,0.0,1001.35,26.75,89.74,3617.58,2.07
2024-06-07 15:20:00,7.0,0.0,1001.4,25.98,94.17,2800.33,1.21
2024-06-07 15:30:00,7.0,0.0,1001.32,25.75,96.22,6075.67,5.39
2024-06-07 15:40:00,7.0,0.0,1001.25,26.06,96.96,8533.92,9.82
2024-06-07 15:50:00,7.0,0.23,1001.23,26.07,97.13,7825.83,8.42
2024-06-07 16:00:00,7.0,0.08,1001.2,25.63,99.76,5235.25,3.73
2024-06-07 16:10:00,7.0,0.38,1001.3,25.4,100.0,7067.58,6.35
2024-06-07 16:20:00,7.0,0.9,1001.3,25.48,100.0,8453.58,8.83
2024-06-07 16:30:00,7.0,3.22,1001.32,25.67,100.0,7037.17,6.32
2024-06-07 16:40:00,7.0,1.37,1001.33,25.59,100.0,7250.33,6.64
2024-06-07 16:50:00,7.0,1.37,1001.3,25.82,100.0,7224.58,6.82
2024-06-07 17:00:00,7.0,2.48,1001.35,26.0,100.0,4625.75,3.25
2024-06-07 17:10:00,7.0,0.59,1001.48,25.88,100.0,3228.42,1.68
2024-06-07 17:20:00,7.0,0.06,1001.53,25.86,100.0,1559.17,0.47
2024-06-07 17:30:00,7.0,1.08,1001.72,25.7,100.0,738.08,0.11
2024-06-07 17:40:00,7.0,1.99,1001.85,25.38,100.0,772.83,0.1
2024-06-07 17:50:00,7.0,0.0,1001.82,25.09,100.0,810.58,0.12
2024-06-07 18:00:00,7.0,2.06,1001.7,25.1,100.0,803.83,0.12
2024-06-07 18:10:00,7.0,1.22,1001.74,24.98,100.0,479.33,0.07
2024-06-07 18:20:00,7.0,0.24,1001.75,25.04,100.0,132.92,0.01
2024-06-07 18:30:00,7.0,0.0,1001.82,25.09,100.0,34.44,0.0
2024-06-08 04:40:00,7.0,0.0,1002.65,24.08,100.0,20.83,0.0
2024-06-08 04:50:00,7.0,0.0,1002.61,23.98,100.0,82.75,0.01
2024-06-08 05:00:00,7.0,0.0,1002.65,23.84,100.0,340.25,0.05
2024-06-08 05:10:00,7.0,0.0,1002.74,23.85,100.0,935.25,0.22
2024-06-08 05:20:00,7.0,0.0,1002.84,23.95,100.0,2432.08,1.53
2024-06-08 05:30:00,7.0,0.0,1002.85,24.08,100.0,3398.75,2.84
2024-06-08 05:40:00,7.0,0.0,1002.9,24.19,100.0,4734.75,5.45
2024-06-08 05:50:00,7.0,0.0,1003.02,24.45,100.0,5791.58,8.14
2024-06-08 06:00:00,7.0,0.0,1003.12,24.68,100.0,6312.0,9.26
2024-06-08 06:10:00,7.0,0.0,1003.3,25.05,100.0,8011.92,15.61
2024-06-08 06:20:00,7.0,0.0,1003.43,25.37,100.0,9236.25,21.16
2024-06-08 06:30:00,7.0,0.0,1003.58,25.45,100.0,11151.83,31.07
2024-06-08 06:40:00,7.0,0.0,1003.64,26.0,100.0,13007.67,41.77
2024-06-08 06:50:00,7.0,0.0,1003.82,26.22,100.0,16056.58,58.59
2024-06-08 07:00:00,7.0,0.0,1003.99,26.48,100.0,13306.08,39.27
2024-06-08 07:10:00,7.0,0.0,1003.98,27.12,100.0,23118.83,106.13
2024-06-08 07:20:00,7.0,0.0,1003.92,28.2,99.69,29271.02,158.37
2024-06-08 07:30:00,7.0,0.0,1003.94,30.17,98.04,39515.08,276.02
2024-06-08 07:40:00,7.0,0.0,1003.89,31.98,95.58,37931.56,244.36
2024-06-08 07:50:00,7.0,0.0,1003.94,32.21,94.92,42065.66,294.88
2024-06-08 08:00:00,7.0,0.0,1003.98,33.94,90.0,54612.78,506.99
2024-06-08 08:10:00,7.0,0.0,1003.98,36.68,82.89,67349.39,801.32
2024-06-08 08:20:00,7.0,0.0,1003.97,37.86,81.93,53668.88,476.46
2024-06-08 08:30:00,7.0,0.0,1003.91,38.49,76.38,48507.18,380.83
2024-06-08 08:40:00,7.0,0.0,1003.81,37.83,66.67,39545.68,288.4
2024-06-08 08:50:00,7.0,0.0,1003.71,39.59,56.23,89853.27,1320.73
2024-06-08 09:00:00,7.0,0.0,1003.52,40.0,41.03,76547.42,1018.54
2024-06-08 09:10:00,7.0,0.0,1003.47,40.0,40.9,65595.41,890.8
2024-06-08 09:20:00,7.0,0.0,1003.46,40.0,36.25,70779.86,946.83
2024-06-08 09:30:00,7.0,0.0,1003.58,40.0,37.05,69351.83,738.94
2024-06-08 09:40:00,7.0,0.0,1003.71,40.0,35.17,85150.67,1227.22
2024-06-08 09:50:00,7.0,0.0,1003.87,40.0,39.15,76904.27,967.05
2024-06-08 10:00:00,7.0,0.0,1003.83,39.72,40.82,111589.71,1731.02
2024-06-08 10:10:00,7.0,0.0,1003.89,39.96,39.33,117758.2,1956.36
2024-06-08 10:20:00,7.0,0.0,1003.89,39.98,38.33,106553.43,1708.92
2024-06-08 10:30:00,7.0,0.0,1003.86,39.96,38.8,81038.92,1288.97
2024-06-08 10:40:00,7.0,0.0,1003.86,39.93,39.02,60835.0,696.1
2024-06-08 10:50:00,7.0,0.0,1003.84,37.92,45.58,49027.73,399.48
2024-06-08 11:00:00,7.0,0.0,1003.79,37.23,46.31,89105.41,1275.61
2024-06-08 11:10:00,7.0,0.0,1003.79,39.27,42.33,57539.89,528.87
2024-06-08 11:20:00,7.0,0.0,1003.76,38.12,45.99,58996.78,549.82
2024-06-08 11:30:00,7.0,0.0,1003.54,37.4,47.66,71478.97,848.08
2024-06-08 11:40:00,7.0,0.0,1003.24,37.12,48.75,88306.31,1334.83
2024-06-08 11:50:00,7.0,0.0,1002.93,39.42,42.38,91549.16,1285.86
2024-06-08 12:00:00,7.0,0.0,1002.65,39.08,43.04,52811.46,499.36
2024-06-08 12:10:00,7.0,0.0,1002.46,39.35,41.7,98053.49,1471.87
2024-06-08 12:20:00,7.0,0.0,1002.29,40.0,37.6,68741.73,850.97
2024-06-08 12:30:00,7.0,0.0,1002.22,40.0,36.86,36569.25,232.19
2024-06-10 18:20:00,7.0,0.0,1002.67,28.93,77.97,385.21,0.04
2024-06-10 18:30:00,7.0,0.0,1002.73,28.93,77.42,253.83,0.02
2024-06-10 18:40:00,7.0,0.0,1002.83,28.74,78.46,107.33,0.01
2024-06-10 18:50:00,7.0,0.0,1002.99,28.63,78.98,29.72,0.0
2024-06-11 04:50:00,7.0,0.0,1003.02,25.64,96.71,46.67,0.0
2024-06-11 05:00:00,7.0,0.0,1003.04,25.67,97.36,216.33,0.02
2024-06-11 05:10:00,7.0,0.0,1003.16,25.68,98.12,789.0,0.2
2024-06-11 05:20:00,7.0,0.0,1003.24,25.84,97.44,1467.33,0.68
