序號,答案
20240612125007,1707.9
20240612130007,1503.22
20240612131007,751.17
20240612132007,313.64
20240612133007,109.57
20240612134007,121.07
20240612135007,128.29
20240612140007,53.13
20240612141007,53.09
20240612142007,256.02
20240612143007,340.33
20240612144007,95.19
20240612145007,51.34
20240612150007,50.8
20240612151007,32.73
20240612152007,52.11
20240612153007,59.44
20240612154007,81.6
20240612155007,63.51
20240612160007,235.79
20240612161007,273.69
20240612162007,91.39
20240612163007,56.46
20240612164007,25.25
20240612165007,23.34
20240615090007,1158.52
20240615091007,1340.71
20240615092007,1453.89
20240615093007,1534.05
20240615094007,1377.69
20240615095007,1403.56
20240615100007,1697.94
20240615101007,1794.84
20240615102007,1736.79
20240615103007,1737.92
20240615104007,1515.34
20240615105007,1689.85
20240615110007,1710.06
20240615111007,1476.09
20240615112007,1685.34
20240615113007,1747.7
20240615114007,1736.31
20240615115007,1709.84
20240615120007,1827.81
20240615121007,1774.52
20240615122007,1814.53
20240615123007,1682.62
20240615124007,1616.89
20240615125007,1610.18
20240615130007,1414.74
20240615131007,1276.17
20240615132007,961.8
20240615133007,746.25
20240615134007,743.11
20240615135007,795.31
20240615140007,739.92
20240615141007,889.92
20240615142007,860.18
20240615143007,838.35
20240615144007,743.69
20240615145007,761.35
20240615150007,507.67
20240615151007,414.27
20240615152007,238.57
20240615153007,318.48
20240615154007,263.9
20240615155007,116.23
20240615160007,83.45
20240615161007,77.41
20240615162007,28.7
20240615163007,15.31
20240615164007,11.55
20240615165007,22.11
20240717090007,1289.12
20240717091007,1330.97
20240717092007,1392.78
20240717093007,1443.12
20240717094007,1415.55
20240717095007,1514.9
20240717100007,1621.84
20240717101007,1647.21
20240717102007,1680.01
20240717103007,1654.73
20240717104007,1694.81
20240717105007,1702.75
20240717110007,1703.55
20240717111007,1632.24
20240717112007,1591.94
20240717113007,1682.91
20240717114007,1700.35
20240717115007,1681.15
20240717120007,1641.56
20240717121007,1664.29
20240717122007,1635.03
20240717123007,1628.84
20240717124007,1526.01
20240717125007,1503.01
20240717130007,1467.42
20240717131007,1382.98
20240717132007,1326.75
20240717133007,1245.01
20240717134007,1207.68
20240717135007,1125.57
20240717140007,1010.52
20240717141007,929.73
20240717142007,926.53
20240717143007,746.95
20240717144007,642.72
20240717145007,616.95
20240717150007,73.02
20240717151007,113.72
20240717152007,682.74
20240717153007,360.93
20240717154007,44.07
20240717155007,69.46
20240717160007,52.78
20240717161007,18.99
20240717162007,20.15
20240717163007,12.22
20240717164007,5.57
20240717165007,8.07
20240124090008,0.46
20240124091008,0.0
20240124092008,0.0
20240124093008,0.0
20240124094008,27.95
20240124095008,51.63
20240124100008,0.0
20240124101008,25.68
20240124102008,16.08
20240124103008,0.0
20240124104008,3.14
20240124105008,146.11
20240124110008,37.76
20240124111008,86.28
20240124112008,105.35
20240124113008,119.4
20240124114008,182.38
20240124115008,418.04
20240124120008,51.08
20240124121008,88.76
20240124122008,87.29
20240124123008,92.73
20240124124008,112.52
20240124125008,321.13
20240124130008,111.07
20240124131008,80.69
20240124132008,132.04
20240124133008,74.39
20240124134008,37.54
20240124135008,21.72
20240124140008,19.27
20240124141008,12.92
20240124142008,27.24
20240124143008,12.79
20240124144008,11.14
20240124145008,9.37
20240124150008,2.16
20240124151008,0.76
20240124152008,4.67
20240124153008,1.69
20240124154008,1.94
20240124155008,0.28
20240124160008,0.0
20240124161008,0.0
20240124162008,0.78
20240124163008,0.36
20240124164008,0.08
20240124165008,0.21
20240128090008,0.0
20240128091008,0.0
20240128092008,2.28
20240128093008,3.57
20240128094008,20.38
20240128095008,26.3
20240128100008,0.0
20240128101008,2.76
20240128102008,13.74
20240128103008,3.77
20240128104008,26.35
20240128105008,86.4
20240128110008,8.75
20240128111008,10.37
20240128112008,9.35
20240128113008,10.43
20240128114008,49.17
20240128115008,33.63
20240128120008,27.78
20240128121008,51.69
20240128122008,47.58
20240128123008,41.24
20240128124008,18.02
20240128125008,0.0
20240128130008,16.8
20240128131008,11.14
20240128132008,6.12
20240128133008,10.51
20240128134008,30.69
20240128135008,22.32
20240128140008,2.87
20240128141008,3.5
20240128142008,2.32
20240128143008,3.12
20240128144008,5.86
20240128145008,3.15
20240128150008,3.77
20240128151008,3.24
20240128152008,2.2
20240128153008,0.95
20240128154008,0.51
20240128155008,0.0
20240128160008,0.69
20240128161008,0.1
20240128162008,0.0
20240128163008,0.0
20240128164008,0.0
20240128165008,0.0
20240204090008,29.34
20240204091008,27.52
20240204092008,26.56
20240204093008,26.5
20240204094008,32.76
20240204095008,31.18
20240204100008,59.27
20240204101008,60.9
20240204102008,56.12
20240204103008,73.89
20240204104008,78.37
20240204105008,343.66
20240204110008,495.65
20240204111008,380.77
20240204112008,377.37
20240204113008,127.33
20240204114008,146.74
20240204115008,140.93
20240204120008,192.27
20240204121008,485.97
20240204122008,547.46
20240204123008,281.58
20240204124008,267.14
20240204125008,126.87
20240204130008,99.98
20240204131008,47.7
20240204132008,39.94
20240204133008,43.8
20240204134008,146.49
20240204135008,35.92
20240204140008,17.16
20240204141008,7.82
20240204142008,8.69
20240204143008,6.72
20240204144008,5.85
20240204145008,7.4
20240204150008,5.31
20240204151008,2.09
20240204152008,1.38
20240204153008,1.29
20240204154008,9.4
20240204155008,17.88
20240204160008,6.28
20240204161008,1.66
20240204162008,0.26
20240204163008,0.0
20240204164008,0.0
20240204165008,0.0
20240218090008,30.32
20240218091008,89.32
20240218092008,61.16
20240218093008,25.77
20240218094008,44.54
20240218095008,73.32
20240218100008,185.91
20240218101008,142.14
20240218102008,46.18
20240218103008,83.14
20240218104008,71.5
20240218105008,336.7
20240218110008,1302.19
20240218111008,1460.82
20240218112008,1352.42
20240218113008,1306.04
20240218114008,1134.64
20240218115008,1098.05
20240218120008,573.08
20240218121008,228.32
20240218122008,200.62
20240218123008,974.4
20240218124008,659.51
20240218125008,179.57
20240218130008,518.93
20240218131008,222.27
20240218132008,115.49
20240218133008,34.07
20240218134008,19.18
20240218135008,38.86
20240218140008,9.48
20240218141008,4.25
20240218142008,12.94
20240218143008,11.91
20240218144008,16.07
20240218145008,22.4
20240218150008,5.28
20240218151008,4.03
20240218152008,2.92
20240218153008,4.99
20240218154008,5.85
20240218155008,2.34
20240218160008,0.0
20240218161008,0.0
20240218162008,0.0
20240218163008,0.0
20240218164008,0.0
20240218165008,0.0
20240305090008,19.06
20240305091008,22.06
20240305092008,23.59
20240305093008,34.81
20240305094008,47.36
20240305095008,44.6
20240305100008,37.79
20240305101008,25.37
20240305102008,37.32
20240305103008,42.04
20240305104008,89.53
20240305105008,365.47
20240305110008,59.21
20240305111008,146.97
20240305112008,282.47
20240305113008,288.45
20240305114008,390.3
20240305115008,314.81
20240305120008,353.24
20240305121008,158.77
20240305122008,194.08
20240305123008,413.32
20240305124008,424.22
20240305125008,85.12
20240305130008,727.62
20240305131008,759.41
20240305132008,764.51
20240305133008,228.62
20240305134008,272.26
20240305135008,250.45
20240305140008,711.18
20240305141008,762.44
20240305142008,319.46
20240305143008,206.14
20240305144008,76.61
20240305145008,236.74
20240305150008,397.77
20240305151008,20.32
20240305152008,22.4
20240305153008,21.86
20240305154008,16.94
20240305155008,15.32
20240305160008,13.27
20240305161008,9.4
20240305162008,10.51
20240305163008,8.44
20240305164008,6.71
20240305165008,0.54
20240325090008,69.57
20240325091008,38.69
20240325092008,25.27
20240325093008,19.24
20240325094008,160.41
20240325095008,237.36
20240325100008,43.32
20240325101008,260.16
20240325102008,52.1
20240325103008,35.23
20240325104008,982.74
20240325105008,1422.72
20240325110008,1586.94
20240325111008,1714.61
20240325112008,1627.12
20240325113008,1801.07
20240325114008,1804.5
20240325115008,1832.15
20240325120008,1771.58
20240325121008,1852.48
20240325122008,1862.6
20240325123008,1826.24
20240325124008,1825.13
20240325125008,1773.02
20240325130008,1726.42
20240325131008,1612.25
20240325132008,1606.56
20240325133008,1654.39
20240325134008,1666.77
20240325135008,1601.9
20240325140008,1482.93
20240325141008,1196.53
20240325142008,1254.68
20240325143008,910.14
20240325144008,0.0
20240325145008,31.08
20240325150008,27.13
20240325151008,40.23
20240325152008,23.92
20240325153008,24.98
20240325154008,22.26
20240325155008,23.73
20240325160008,14.05
20240325161008,12.79
20240325162008,6.99
20240325163008,6.64
20240325164008,4.49
20240325165008,4.14
20240518090008,22.54
20240518091008,51.52
20240518092008,49.1
20240518093008,36.7
20240518094008,59.1
20240518095008,59.12
20240518100008,400.74
20240518101008,95.54
20240518102008,82.98
20240518103008,191.82
20240518104008,788.4
20240518105008,210.81
20240518110008,373.79
20240518111008,205.09
20240518112008,79.99
20240518113008,327.55
20240518114008,379.45
20240518115008,258.74
20240518120008,898.59
20240518121008,1353.6
20240518122008,797.15
20240518123008,489.99
20240518124008,336.6
20240518125008,281.74
20240518130008,152.78
20240518131008,232.75
20240518132008,97.23
20240518133008,65.02
20240518134008,44.58
20240518135008,45.93
20240518140008,12.25
20240518141008,16.14
20240518142008,19.58
20240518143008,25.17
20240518144008,51.74
20240518145008,39.93
20240518150008,34.3
20240518151008,36.22
20240518152008,28.55
20240518153008,21.22
20240518154008,14.85
20240518155008,10.01
20240518160008,11.69
20240518161008,17.52
20240518162008,19.95
20240518163008,7.52
20240518164008,4.49
20240518165008,2.64
20240526090008,30.53
20240526091008,34.0
20240526092008,23.2
20240526093008,100.58
20240526094008,49.96
20240526095008,228.85
20240526100008,121.3
20240526101008,86.91
20240526102008,59.18
20240526103008,35.78
20240526104008,36.09
20240526105008,39.21
20240526110008,34.7
20240526111008,36.05
20240526112008,26.62
20240526113008,30.94
20240526114008,50.01
20240526115008,74.96
20240526120008,87.81
20240526121008,73.62
20240526122008,78.02
20240526123008,61.67
20240526124008,48.71
20240526125008,54.16
20240526130008,46.07
20240526131008,22.62
20240526132008,21.55
20240526133008,20.53
20240526134008,10.0
20240526135008,13.46
20240526140008,28.67
20240526141008,30.7
20240526142008,25.38
20240526143008,19.86
20240526144008,9.85
20240526145008,20.67
20240526150008,7.37
20240526151008,7.44
20240526152008,5.4
20240526153008,4.59
20240526154008,6.41
20240526155008,4.82
20240526160008,11.58
20240526161008,10.67
20240526162008,4.43
20240526163008,4.81
20240526164008,5.82
20240526165008,6.67
20240529090008,53.52
20240529091008,33.34
20240529092008,81.53
20240529093008,71.31
20240529094008,80.29
20240529095008,50.13
20240529100008,65.58
20240529101008,80.15
20240529102008,104.36
20240529103008,89.29
20240529104008,107.94
20240529105008,103.29
20240529110008,119.18
20240529111008,109.56
20240529112008,134.58
20240529113008,123.22
20240529114008,125.44
20240529115008,227.08
20240529120008,152.51
20240529121008,177.28
20240529122008,291.0
20240529123008,150.38
20240529124008,452.05
20240529125008,243.8
20240529130008,122.28
20240529131008,201.8
20240529132008,58.51
20240529133008,51.64
20240529134008,58.97
20240529135008,58.25
20240529140008,54.55
20240529141008,48.16
20240529142008,62.62
20240529143008,63.02
20240529144008,39.31
20240529145008,38.18
20240529150008,44.97
20240529151008,31.56
20240529152008,31.76
20240529153008,27.54
20240529154008,15.37
20240529155008,14.1
20240529160008,10.01
20240529161008,5.57
20240529162008,4.27
20240529163008,3.34
20240529164008,2.3
20240529165008,2.24
20240607090008,13.08
20240607091008,15.58
20240607092008,20.43
20240607093008,11.62
20240607094008,264.48
20240607095008,35.97
20240607100008,174.89
20240607101008,33.15
20240607102008,48.67
20240607103008,53.7
20240607104008,57.67
20240607105008,546.87
20240607110008,378.4
20240607111008,101.51
20240607112008,142.77
20240607113008,128.94
20240607114008,64.66
20240607115008,72.55
20240607120008,78.11
20240607121008,66.05
20240607122008,123.85
20240607123008,108.64
20240607124008,106.64
20240607125008,157.05
20240607130008,63.17
20240607131008,53.69
20240607132008,47.78
20240607133008,15.75
20240607134008,8.48
20240607135008,7.45
20240607140008,12.47
20240607141008,6.85
20240607142008,4.8
20240607143008,5.19
20240607144008,6.01
20240607145008,5.14
20240607150008,7.09
20240607151008,1.8
20240607152008,0.68
20240607153008,0.46
20240607154008,2.92
20240607155008,1.09
20240607160008,1.75
20240607161008,1.3
20240607162008,1.9
20240607163008,1.19
20240607164008,1.67
20240607165008,1.75
20240613090008,15.9
20240613091008,17.9
20240613092008,19.97
20240613093008,23.61
20240613094008,21.88
20240613095008,29.52
20240613100008,28.57
20240613101008,76.83
20240613102008,112.66
20240613103008,79.77
20240613104008,40.98
20240613105008,52.47
20240613110008,76.41
20240613111008,61.79
20240613112008,71.8
20240613113008,354.29
20240613114008,505.09
20240613115008,264.23
20240613120008,357.41
20240613121008,758.75
20240613122008,903.78
20240613123008,1119.35
20240613124008,578.96
20240613125008,493.83
20240613130008,694.36
20240613131008,471.22
20240613132008,285.8
20240613133008,47.73
20240613134008,594.9
20240613135008,1057.02
20240613140008,309.89
20240613141008,88.34
20240613142008,231.42
20240613143008,46.32
20240613144008,27.16
20240613145008,27.39
20240613150008,16.75
20240613151008,22.77
20240613152008,26.46
20240613153008,24.75
20240613154008,24.92
20240613155008,25.8
20240613160008,28.75
20240613161008,10.56
20240613162008,7.92
20240613163008,6.12
20240613164008,7.98
20240613165008,4.28
20240628090008,11.46
20240628091008,25.72
20240628092008,33.36
20240628093008,18.94
20240628094008,21.3
20240628095008,11.67
20240628100008,27.73
20240628101008,41.23
20240628102008,46.27
20240628103008,38.13
20240628104008,43.15
20240628105008,49.87
20240628110008,159.8
20240628111008,393.57
20240628112008,373.26
20240628113008,534.88
20240628114008,561.05
20240628115008,206.57
20240628120008,38.51
20240628121008,49.21
20240628122008,289.91
20240628123008,1047.09
20240628124008,1156.73
20240628125008,1246.44
20240628130008,1336.63
20240628131008,1145.01
20240628132008,1193.74
20240628133008,888.29
20240628134008,803.45
20240628135008,568.14
20240628140008,788.59
20240628141008,295.48
20240628142008,20.64
20240628143008,51.8
20240628144008,10.68
20240628145008,11.44
20240628150008,13.68
20240628151008,5.61
20240628152008,3.01
20240628153008,3.31
20240628154008,0.17
20240628155008,1.31
20240628160008,0.0
20240628161008,0.0
20240628162008,0.0
20240628163008,0.0
20240628164008,0.0
20240628165008,0.03
20240705090008,8.24
20240705091008,8.68
20240705092008,7.11
20240705093008,8.25
20240705094008,7.34
20240705095008,8.87
20240705100008,15.05
20240705101008,20.56
20240705102008,5.63
20240705103008,7.07
20240705104008,10.72
20240705105008,11.94
20240705110008,20.28
20240705111008,9.02
20240705112008,15.38
20240705113008,2.14
20240705114008,4.07
20240705115008,7.24
20240705120008,72.6
20240705121008,121.92
20240705122008,520.85
20240705123008,657.77
20240705124008,522.57
20240705125008,1108.55
20240705130008,1501.47
20240705131008,1410.44
20240705132008,1442.91
20240705133008,1452.25
20240705134008,1443.08
20240705135008,1424.6
20240705140008,1345.4
20240705141008,1329.01
20240705142008,1305.92
20240705143008,68.99
20240705144008,56.84
20240705145008,21.3
20240705150008,28.84
20240705151008,25.79
20240705152008,15.83
20240705153008,19.08
20240705154008,7.17
20240705155008,5.33
20240705160008,7.91
20240705161008,5.83
20240705162008,6.34
20240705163008,4.85
20240705164008,3.91
20240705165008,4.21
20240709090008,7.8
20240709091008,4.75
20240709092008,5.91
20240709093008,7.14
20240709094008,3.36
20240709095008,6.31
20240709100008,5.21
20240709101008,2.8
20240709102008,15.39
20240709103008,17.76
20240709104008,19.01
20240709105008,10.01
20240709110008,10.29
20240709111008,43.11
20240709112008,14.23
20240709113008,12.92
20240709114008,12.0
20240709115008,11.68
20240709120008,0.0
20240709121008,131.74
20240709122008,1278.06
20240709123008,1510.98
20240709124008,1641.57
20240709125008,1548.3
20240709130008,1463.08
20240709131008,1039.57
20240709132008,1043.83
20240709133008,1169.34
20240709134008,895.31
20240709135008,1116.11
20240709140008,860.0
20240709141008,1029.05
20240709142008,820.75
20240709143008,160.35
20240709144008,158.84
20240709145008,30.21
20240709150008,43.83
20240709151008,25.78
20240709152008,25.01
20240709153008,15.69
20240709154008,10.15
20240709155008,11.45
20240709160008,47.41
20240709161008,17.16
20240709162008,8.66
20240709163008,27.44
20240709164008,11.7
20240709165008,10.64
20240715090008,11.99
20240715091008,12.91
20240715092008,7.61
20240715093008,26.53
20240715094008,13.28
20240715095008,20.21
20240715100008,19.25
20240715101008,17.16
20240715102008,19.11
20240715103008,37.01
20240715104008,26.16
20240715105008,23.21
20240715110008,0.0
20240715111008,208.26
20240715112008,266.3
20240715113008,268.93
20240715114008,132.3
20240715115008,190.69
20240715120008,669.58
20240715121008,1113.13
20240715122008,1414.82
20240715123008,1412.64
20240715124008,1080.73
20240715125008,836.95
20240715130008,1114.9
20240715131008,1007.22
20240715132008,759.38
20240715133008,725.74
20240715134008,518.78
20240715135008,1127.04
20240715140008,774.67
20240715141008,454.9
20240715142008,238.38
20240715143008,261.51
20240715144008,128.05
20240715145008,19.89
20240715150008,29.4
20240715151008,37.88
20240715152008,14.84
20240715153008,10.34
20240715154008,10.26
20240715155008,9.47
20240715160008,4.84
20240715161008,7.47
20240715162008,5.31
20240715163008,4.6
20240715164008,4.57
20240715165008,3.99
20240719090008,8.14
20240719091008,7.52
20240719092008,3.02
20240719093008,6.67
20240719094008,3.98
20240719095008,4.16
20240719100008,5.2
20240719101008,7.0
20240719102008,4.7
20240719103008,4.27
20240719104008,4.57
20240719105008,5.88
20240719110008,10.52
20240719111008,16.95
20240719112008,11.66
20240719113008,4.3
20240719114008,5.36
20240719115008,4.83
20240719120008,593.82
20240719121008,1426.01
20240719122008,1503.87
20240719123008,1554.33
20240719124008,1535.74
20240719125008,1493.9
20240719130008,1466.31
20240719131008,1489.57
20240719132008,1481.03
20240719133008,1462.03
20240719134008,1470.75
20240719135008,1435.68
20240719140008,1426.72
20240719141008,1414.68
20240719142008,1469.08
20240719143008,832.83
20240719144008,17.8
20240719145008,41.17
20240719150008,80.27
20240719151008,12.27
20240719152008,23.38
20240719153008,7.32
20240719154008,9.85
20240719155008,13.8
20240719160008,9.54
20240719161008,10.11
20240719162008,8.6
20240719163008,9.19
20240719164008,5.08
20240719165008,3.59
20240309090009,35.1
20240309091009,26.59
20240309092009,23.96
20240309093009,38.98
20240309094009,12.84
20240309095009,27.55
20240309100009,231.75
20240309101009,154.37
20240309102009,75.71
20240309103009,45.16
20240309104009,65.62
20240309105009,404.61
20240309110009,137.21
20240309111009,126.55
20240309112009,132.86
20240309113009,75.07
20240309114009,54.12
20240309115009,43.55
20240309120009,101.38
20240309121009,99.48
20240309122009,141.12
20240309123009,53.46
20240309124009,22.99
20240309125009,16.82
20240309130009,10.49
20240309131009,8.06
20240309132009,5.25
20240309133009,7.25
20240309134009,3.06
20240309135009,3.17
20240309140009,2.12
20240309141009,4.89
20240309142009,4.06
20240309143009,3.76
20240309144009,4.31
20240309145009,5.17
20240309150009,1.86
20240309151009,1.84
20240309152009,4.29
20240309153009,5.51
20240309154009,3.38
20240309155009,4.15
20240309160009,3.13
20240309161009,2.54
20240309162009,2.45
20240309163009,1.09
20240309164009,0.28
20240309165009,0.23
20240314090009,3.04
20240314091009,1.88
20240314092009,1.87
20240314093009,2.27
20240314094009,4.49
20240314095009,8.82
20240314100009,8.01
20240314101009,9.79
20240314102009,4.16
20240314103009,9.35
20240314104009,14.91
20240314105009,26.28
20240314110009,41.77
20240314111009,46.62
20240314112009,20.13
20240314113009,17.89
20240314114009,20.28
20240314115009,23.72
20240314120009,24.31
20240314121009,22.58
20240314122009,9.36
20240314123009,7.7
20240314124009,8.65
20240314125009,9.95
20240314130009,17.81
20240314131009,12.84
20240314132009,14.53
20240314133009,19.11
20240314134009,31.39
20240314135009,42.38
20240314140009,143.7
20240314141009,104.35
20240314142009,40.93
20240314143009,42.65
20240314144009,608.11
20240314145009,458.48
20240314150009,177.14
20240314151009,193.92
20240314152009,90.3
20240314153009,174.56
20240314154009,38.29
20240314155009,11.06
20240314160009,8.5
20240314161009,6.86
20240314162009,2.75
20240314163009,4.57
20240314164009,1.73
20240314165009,0.71
20240414090009,150.95
20240414091009,685.7
20240414092009,930.15
20240414093009,922.87
20240414094009,934.45
20240414095009,935.29
20240414100009,981.15
20240414101009,1010.31
20240414102009,1113.29
20240414103009,1099.81
20240414104009,1046.87
20240414105009,921.72
20240414110009,1249.3
20240414111009,1162.9
20240414112009,1218.49
20240414113009,1297.78
20240414114009,1273.3
20240414115009,953.66
20240414120009,539.84
20240414121009,184.65
20240414122009,221.92
20240414123009,381.34
20240414124009,276.2
20240414125009,122.53
20240414130009,446.74
20240414131009,352.06
20240414132009,94.71
20240414133009,123.12
20240414134009,57.1
20240414135009,170.99
20240414140009,28.54
20240414141009,37.18
20240414142009,23.73
20240414143009,28.78
20240414144009,34.08
20240414145009,28.39
20240414150009,25.11
20240414151009,20.71
20240414152009,16.14
20240414153009,11.96
20240414154009,16.83
20240414155009,9.73
20240414160009,15.17
20240414161009,16.99
20240414162009,10.48
20240414163009,10.8
20240414164009,7.3
20240414165009,7.33
20240506090009,29.26
20240506091009,383.39
20240506092009,659.3
20240506093009,1006.61
20240506094009,1092.0
20240506095009,1097.78
20240506100009,1180.63
20240506101009,1067.61
20240506102009,1121.52
20240506103009,1105.43
20240506104009,1047.05
20240506105009,1037.64
20240506110009,733.6
20240506111009,1209.6
20240506112009,1302.65
20240506113009,1329.78
20240506114009,1196.24
20240506115009,1114.94
20240506120009,539.25
20240506121009,766.31
20240506122009,810.31
20240506123009,50.46
20240506124009,187.56
20240506125009,0.0
20240506130009,104.28
20240506131009,204.22
20240506132009,34.99
20240506133009,29.65
20240506134009,26.59
20240506135009,20.09
20240506140009,51.48
20240506141009,12.15
20240506142009,23.88
20240506143009,21.89
20240506144009,16.1
20240506145009,11.92
20240506150009,21.09
20240506151009,9.59
20240506152009,4.91
20240506153009,8.82
20240506154009,8.53
20240506155009,5.94
20240506160009,3.69
20240506161009,3.3
20240506162009,2.26
20240506163009,1.77
20240506164009,1.72
20240506165009,0.45
20240526090009,16.97
20240526091009,19.44
20240526092009,36.29
20240526093009,166.36
20240526094009,109.47
20240526095009,227.45
20240526100009,325.5
20240526101009,134.17
20240526102009,58.91
20240526103009,31.61
20240526104009,25.29
20240526105009,29.66
20240526110009,71.36
20240526111009,62.81
20240526112009,55.89
20240526113009,26.44
20240526114009,41.97
20240526115009,56.26
20240526120009,71.74
20240526121009,40.91
20240526122009,33.23
20240526123009,33.66
20240526124009,29.97
20240526125009,33.01
20240526130009,23.79
20240526131009,16.59
20240526132009,28.54
20240526133009,22.65
20240526134009,15.35
20240526135009,13.48
20240526140009,18.57
20240526141009,15.41
20240526142009,12.65
20240526143009,10.86
20240526144009,10.72
20240526145009,6.16
20240526150009,6.62
20240526151009,7.19
20240526152009,4.31
20240526153009,4.2
20240526154009,5.4
20240526155009,4.44
20240526160009,9.16
20240526161009,9.08
20240526162009,5.11
20240526163009,5.11
20240526164009,6.07
20240526165009,6.95
20240614090009,14.66
20240614091009,38.64
20240614092009,47.69
20240614093009,49.28
20240614094009,40.38
20240614095009,31.4
20240614100009,25.43
20240614101009,46.79
20240614102009,57.33
20240614103009,65.71
20240614104009,69.24
20240614105009,99.89
20240614110009,274.14
20240614111009,198.48
20240614112009,43.38
20240614113009,31.5
20240614114009,36.26
20240614115009,34.82
20240614120009,59.54
20240614121009,58.33
20240614122009,53.08
20240614123009,49.74
20240614124009,67.98
20240614125009,169.39
20240614130009,74.08
20240614131009,40.25
20240614132009,57.4
20240614133009,52.86
20240614134009,35.2
20240614135009,36.03
20240614140009,26.16
20240614141009,44.97
20240614142009,39.08
20240614143009,30.58
20240614144009,31.89
20240614145009,25.75
20240614150009,19.0
20240614151009,16.67
20240614152009,14.87
20240614153009,14.2
20240614154009,12.47
20240614155009,10.16
20240614160009,7.14
20240614161009,5.23
20240614162009,4.43
20240614163009,4.03
20240614164009,4.78
20240614165009,4.68
20240621090009,45.52
20240621091009,72.34
20240621092009,234.23
20240621093009,719.65
20240621094009,485.51
20240621095009,728.33
20240621100009,812.05
20240621101009,1134.67
20240621102009,1106.74
20240621103009,619.9
20240621104009,543.85
20240621105009,481.9
20240621110009,51.17
20240621111009,9.01
20240621112009,16.92
20240621113009,7.69
20240621114009,2.93
20240621115009,3.33
20240621120009,12.08
20240621121009,0.0
20240621122009,2.88
20240621123009,0.0
20240621124009,0.0
20240621125009,5.74
20240621130009,0.0
20240621131009,0.0
20240621132009,2.92
20240621133009,4.09
20240621134009,33.42
20240621135009,0.0
20240621140009,3.26
20240621141009,26.6
20240621142009,9.74
20240621143009,6.65
20240621144009,0.0
20240621145009,0.0
20240621150009,10.3
20240621151009,4.69
20240621152009,7.05
20240621153009,3.79
20240621154009,6.4
20240621155009,2.51
20240621160009,7.11
20240621161009,3.81
20240621162009,2.59
20240621163009,2.2
20240621164009,0.6
20240621165009,1.42
20240628090009,30.81
20240628091009,60.81
20240628092009,126.25
20240628093009,75.57
20240628094009,128.42
20240628095009,98.46
20240628100009,88.63
20240628101009,369.64
20240628102009,183.82
20240628103009,364.72
20240628104009,161.79
20240628105009,233.92
20240628110009,477.69
20240628111009,360.67
20240628112009,66.77
20240628113009,267.37
20240628114009,163.09
20240628115009,161.94
20240628120009,46.94
20240628121009,13.7
20240628122009,42.47
20240628123009,17.27
20240628124009,27.6
20240628125009,58.33
20240628130009,70.87
20240628131009,8.54
20240628132009,46.0
20240628133009,93.69
20240628134009,79.2
20240628135009,46.68
20240628140009,27.49
20240628141009,13.11
20240628142009,10.35
20240628143009,11.94
20240628144009,2.05
20240628145009,5.59
20240628150009,8.06
20240628151009,3.68
20240628152009,1.08
20240628153009,0.71
20240628154009,0.38
20240628155009,0.0
20240628160009,0.18
20240628161009,0.0
20240628162009,0.0
20240628163009,0.04
20240628164009,0.0
20240628165009,0.0
20240717090009,8.71
20240717091009,10.16
20240717092009,748.65
20240717093009,980.38
20240717094009,1225.22
20240717095009,1255.21
20240717100009,1193.32
20240717101009,1213.93
20240717102009,1266.51
20240717103009,1259.88
20240717104009,1266.47
20240717105009,1377.63
20240717110009,1282.51
20240717111009,1217.44
20240717112009,1124.69
20240717113009,616.3
20240717114009,17.75
20240717115009,2.88
20240717120009,0.45
20240717121009,0.0
20240717122009,0.0
20240717123009,0.0
20240717124009,0.0
20240717125009,8.01
20240717130009,4.26
20240717131009,0.0
20240717132009,1.93
20240717133009,0.01
20240717134009,3.7
20240717135009,0.6
20240717140009,7.96
20240717141009,11.17
20240717142009,0.0
20240717143009,4.43
20240717144009,4.8
20240717145009,21.74
20240717150009,35.63
20240717151009,24.38
20240717152009,19.19
20240717153009,7.88
20240717154009,4.96
20240717155009,11.38
20240717160009,21.43
20240717161009,5.73
20240717162009,5.34
20240717163009,1.85
20240717164009,1.5
20240717165009,1.39
20240316090010,323.82
20240316091010,464.03
20240316092010,495.2
20240316093010,526.45
20240316094010,116.7
20240316095010,309.77
20240316100010,1051.21
20240316101010,1251.42
20240316102010,1215.55
20240316103010,1284.08
20240316104010,1382.13
20240316105010,1362.69
20240316110010,1086.68
20240316111010,1058.9
20240316112010,1134.16
20240316113010,1268.53
20240316114010,1410.98
20240316115010,1379.32
20240316120010,1620.09
20240316121010,1663.13
20240316122010,1530.46
20240316123010,1494.17
20240316124010,1353.58
20240316125010,880.39
20240316130010,1198.08
20240316131010,1357.12
20240316132010,1070.57
20240316133010,1411.74
20240316134010,902.21
20240316135010,66.63
20240316140010,382.36
20240316141010,424.36
20240316142010,421.42
20240316143010,514.81
20240316144010,208.13
20240316145010,134.91
20240316150010,51.13
20240316151010,46.13
20240316152010,48.0
20240316153010,31.12
20240316154010,16.92
20240316155010,14.37
20240316160010,18.48
20240316161010,20.04
20240316162010,10.55
20240316163010,6.78
20240316164010,3.64
20240316165010,2.08
20240324090010,328.72
20240324091010,157.75
20240324092010,693.85
20240324093010,801.04
20240324094010,929.5
20240324095010,894.48
20240324100010,1059.43
20240324101010,831.35
20240324102010,657.96
20240324103010,621.49
